"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","DRAM Frequency","Ghz","14.85",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","SM Frequency","Ghz","2.85",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","Elapsed Cycles","cycle","9492",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","Memory Throughput","%","3.53",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","DRAM Throughput","%","3.03",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","Duration","us","3.33",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","L1/TEX Cache Throughput","%","6.04",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","Waves Per SM","","0.01",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","L2 Cache Throughput","%","1.05",
"0","405","python3.12","127.0.0.1","void qk_kernel<4>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const long *, const float *, __nv_bfloat16 *, __nv_bfloat16 *, int, long, long, long, long, long, long, long, long, long, long, float, bool)","1","7","(128, 1, 1)","(6, 1, 1)","0","12.0","GPU Speed Of Light Throughput","","SM Active Cycles","cycle","302.73",
